,request,label
26,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
27,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5337&b1=pasar+por+caja,0
28,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
29,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
30,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=rees&password=dular&nombre=kenji&apellidos=irizar+morata&email=alarcon@24htranslations.cr&dni=75817612k&direccion=c/+vallcorba+152,+7?f&ciudad=aldeaseca+de+alba&cp=24226&provincia=salamanca&ntc=4796381600285073&b1=registrar",0
31,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
32,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
33,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
34,gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=lippman&password=a3o1erada&nombre=donaciano&apellidos=tracisto+arroyave&email=helmos@pool-control.mx&dni=21254057x&direccion=avenida+casanova+de+eiris+42+3?c&ciudad=espl�s&cp=17751&provincia=burgos&ntc=4405692863089329&b1=registrar,0
35,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=windham&pwd=condensador&remember=off&b1=entrar,0
36,gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=patchsqa&password=aluda&nombre=mahonri&apellidos=n�rez+muriscot&email=lorber-albasiny@cortinasartesol.pa&dni=97728451w&direccion=c/+doctores+lasso+simarro+30+&ciudad=banast�s&cp=45183&provincia=zamora&ntc=4121021703021394&b1=registrar,0
37,gethttp://localhost:8080/tienda1/index.jsp,0
38,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7965&b1=confirmar,0
39,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
40,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
41,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
42,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=idt&password=incr�du69&nombre=albertina&apellidos=ballonga&email=lorenson-tordi@youtubeanunciox.fk&dni=22446221s&direccion=caridad+82,+&ciudad=carmena&cp=14860&provincia=zaragoza&ntc=3805288652067342&b1=registrar",0
43,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
44,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
45,gethttp://localhost:8080/tienda1/global/menum.jsp,0
46,gethttp://localhost:8080/tienda1/index.jsp,0
47,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
48,"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=pena-fer&password=acopetado&nombre=isolina&apellidos=baqu�&email=lundigan@3horas.gob&dni=79564193v&direccion=calle+ter,+20,+&ciudad=vila-rodona&cp=45182&provincia=lleida&ntc=4774034057366562&b1=registrar",0
49,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=79&b1=confirmar,0
50,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
51,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
52,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
53,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
54,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
55,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
56,gethttp://localhost:8080/tienda1/global/menum.jsp,0
57,gethttp://localhost:8080/tienda1/index.jsp,0
58,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=victoir&pwd=5ifi3a2i05&remember=off&b1=entrar,0
59,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
60,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
61,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
62,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
63,gethttp://localhost:8080/tienda1/global/menum.jsp,0
64,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
65,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
66,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
67,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
68,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
69,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
70,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
71,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
72,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=lijphart&pwd=*ramonear&remember=off&b1=entrar,0
73,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=39&cantidad=73&b1=a�adir+al+carrito,0
74,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
75,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
76,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
77,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
78,gethttp://localhost:8080/tienda1/index.jsp,0
79,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
80,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
81,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=franklyn&password=sanidad&nombre=dalia&apellidos=moscoso+mesen&email=patorzinski@filtraciondehumos.hr&dni=13061311w&direccion=c/+angel+ochotorena,+132,+10?b&ciudad=vall+de+ebo&cp=17538&provincia=la+rioja&ntc=3309243329438501&b1=registrar",0
82,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
83,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
84,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
85,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
86,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
87,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1482&b1=confirmar,0
88,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ronendra&pwd=ferra&remember=off&b1=entrar,0
89,gethttp://localhost:8080/tienda1/global/menum.jsp,0
90,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
91,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
92,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=aghi&pwd=tesal�nico&remember=on&b1=entrar,0
93,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
94,"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=yie-tarn&password=842is2�n&nombre=larisa&apellidos=atmetll�+farrer�&email=heidemann@ppmanzanares.cg&dni=48673442z&direccion=c/+san+guillermo,+182+&ciudad=cerollera,+la&cp=08256&provincia=albacete&ntc=3006162765919932&b1=registrar",0
95,gethttp://localhost:8080/tienda1/global/estilos.css,0
96,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
97,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
98,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
99,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
100,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
101,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
102,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
103,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=thomasin&password=peda2te1ca&nombre=josu�&apellidos=fraga+guevara&email=zaleska_legon@zampy.so&dni=58052164a&direccion=c/+fuente+del+peral+41,+&ciudad=f�gols&cp=09230&provincia=guadalajara&ntc=0003204654562755&b1=registrar",0
104,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
105,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
106,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
107,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
108,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
109,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
110,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=lamia&pwd=bullicioso&remember=off&b1=entrar,0
111,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
112,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=39&cantidad=61&b1=a�adir+al+carrito,0
113,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
114,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
115,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
116,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
117,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
118,gethttp://localhost:8080/tienda1/index.jsp,0
119,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
120,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
121,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
122,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
123,gethttp://localhost:8080/tienda1/global/menum.jsp,0
124,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
125,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=rollie&password=p21urit56&nombre=calistrato&apellidos=correa+cachopo&email=charlots7@e-b-s.bm&dni=63482988k&direccion=calle+de+circulacio+de+l'+oest,+7+&ciudad=osornillo&cp=05192&provincia=guadalajara&ntc=2910118261122194&b1=registrar",0
126,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
127,gethttp://localhost:8080/tienda1/index.jsp,0
128,gethttp://localhost:8080/tienda1/index.jsp,0
129,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
130,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
131,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=deforeit&pwd=a99b3do&remember=on&b1=entrar,0
132,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=reggis&pwd=p5nderativa&remember=off&b1=entrar,0
133,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
134,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
135,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=pippo&pwd=argos&remember=off&b1=entrar,0
136,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
137,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=afkham&pwd=o$ficinesca&remember=off&b1=entrar,0
138,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
139,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
140,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
141,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
142,gethttp://localhost:8080/tienda1/global/menum.jsp,0
143,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
144,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
145,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
146,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
147,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
148,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=abigael&pwd=foguear&remember=on&b1=entrar,0
149,gethttp://localhost:8080/tienda1/index.jsp,0
150,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
151,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=gintaras&pwd=playado&remember=off&b1=entrar,0
152,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
153,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
154,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
155,"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=schulz&password=arre&nombre=haroldo&apellidos=paquet+bisbal&email=wakao@sitienesunawebtienesunnegocio.as&dni=61882626e&direccion=calle+bullaque,+46+10-f&ciudad=llanes&cp=48552&provincia=soria&ntc=1084102116286517&b1=registrar",0
156,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
157,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
158,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1467&b1=pasar+por+caja,0
159,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=85&cantidad=51&b1=a�adir+al+carrito,0
160,gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=archie&password=esclarecidamente&nombre=efr�n&apellidos=fainstein+ferrete&email=garde3@gay-tantra.kw&dni=72500690k&direccion=calle+conde+de+cartagena+97+5f&ciudad=trujillo&cp=28660&provincia=barcelona&ntc=6775762435738331&b1=registrar,0
161,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
162,"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=cassius&password=bo8iner4&nombre=nicolle&apellidos=ataz+crehuet&email=bakey_noah@inmobiliariahangar.ki&dni=28991243l&direccion=pla�a+de+augusto+miranda,+193,+&ciudad=torre+de+arcas&cp=35470&provincia=lleida&ntc=0285055545146355&b1=registrar",0
163,gethttp://localhost:8080/tienda1/index.jsp,0
164,gethttp://localhost:8080/tienda1/global/menum.jsp,0
165,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
166,gethttp://localhost:8080/tienda1/global/estilos.css,0
167,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
168,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
169,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
170,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
171,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
172,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
173,posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=kirk&password=suplementero&nombre=davel&apellidos=rus+maragliano&email=webb@testevelocidad.bg&dni=69393006m&direccion=c/+oblit+76+&ciudad=pe�afiel&cp=49211&provincia=girona&ntc=4171760827421606&b1=registrar,0
174,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=317&b1=confirmar,0
175,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
176,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam�n+ib�rico&precio=39&cantidad=85&b1=a�adir+al+carrito,0
177,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
178,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
179,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8328&b1=pasar+por+caja,0
180,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
181,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
182,gethttp://localhost:8080/tienda1/global/menum.jsp,0
183,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=marge&pwd=g1ne136&remember=on&b1=entrar,0
184,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=100&cantidad=16&b1=a�adir+al+carrito,0
185,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
186,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6477&b1=pasar+por+caja,0
187,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
188,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
189,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
190,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
191,gethttp://localhost:8080/tienda1/global/menum.jsp,0
192,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=jia&pwd=2e64n8m5&remember=on&b1=entrar,0
193,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=39&cantidad=56&b1=a�adir+al+carrito,0
194,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
195,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
196,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
197,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
198,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=39&cantidad=34&b1=a�adir+al+carrito,0
199,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
200,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
201,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
202,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
203,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
204,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
205,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=pittner&pwd=su7r5orato&remember=off&b1=entrar,0
206,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
207,gethttp://localhost:8080/tienda1/global/menum.jsp,0
208,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
209,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
210,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
211,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8451&b1=confirmar,0
212,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
213,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=niu&pwd=raqu$�9omo&remember=on&b1=entrar,0
214,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
215,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
216,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
217,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
218,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=100&cantidad=39&b1=a�adir+al+carrito,0
219,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
220,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=37&b1=a�adir+al+carrito,0
221,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
222,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
223,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
224,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1005&b1=pasar+por+caja,0
225,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
226,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
227,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
228,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
229,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+rioja&precio=39&cantidad=56&b1=a�adir+al+carrito,0
230,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
231,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
232,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
233,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
234,gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=oran&password=mialgi5&nombre=sabathiel&apellidos=tesisteco+avi��&email=pepet@naturalchild.co&dni=18726543n&direccion=pablo+iglesias+s/n+2?f&ciudad=tierga&cp=01308&provincia=teruel&ntc=6702564951251728&b1=registrar,0
235,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
236,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
237,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
238,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
239,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9136&b1=confirmar,0
240,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
241,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
242,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
243,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
244,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
245,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
246,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
247,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=colin&pwd=quer�bico&remember=off&b1=entrar,0
248,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
249,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
250,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=beland&pwd=gravoso&remember=off&b1=entrar,0
251,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
252,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
253,gethttp://localhost:8080/tienda1/index.jsp,0
254,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=100&cantidad=55&b1=a�adir+al+carrito,0
255,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
256,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
257,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=cifelli&pwd=l23re1o&remember=off&b1=entrar,0
258,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
259,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5445&b1=pasar+por+caja,0
260,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
261,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
262,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
263,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
264,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
265,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
266,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=85&cantidad=48&b1=a�adir+al+carrito,0
267,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
268,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
269,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
270,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
271,gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=mundy&password=s!oap&nombre=nandor&apellidos=izzi+barnils&email=sanshe@raullazaro.bt&dni=24387950s&direccion=calle+rosa+de+los+vientos+166+9?a&ciudad=n�jar&cp=42193&provincia=burgos&ntc=0208625948650928&b1=registrar,0
272,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
273,"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=leni&password=engolfar&nombre=balulde&apellidos=siles+pinyol&email=panov@ballerpoker.sh&dni=10560589r&direccion=calle+monte+miramar,+s/n+&ciudad=fogars+de+la+selva&cp=11693&provincia=tarragona&ntc=0222583632895914&b1=registrar",0
274,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
275,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
276,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
277,gethttp://localhost:8080/tienda1/global/estilos.css,0
278,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
279,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
280,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
281,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=100&cantidad=1&b1=a�adir+al+carrito,0
282,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ali&pwd=9ar5i04o&remember=off&b1=entrar,0
283,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
284,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
285,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2138&b1=pasar+por+caja,0
286,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
