,request,label
27,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=diffee&pwd=gatada&remember=on&b1=entrar,0
28,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
29,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
30,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
31,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
32,gethttp://localhost:8080/tienda1/publico/carrito.jsp,0
33,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
34,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
35,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
36,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
37,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
38,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam�n+ib�rico&precio=39&cantidad=28&b1=a�adir+al+carrito,0
39,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
40,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=kwang-ch&password=desyerbadora&nombre=nahir&apellidos=monrrabal&email=kollmannsberger@921.in&dni=80396628j&direccion=calle+nicolas+funes+116+&ciudad=pera,+la&cp=15142&provincia=madrid&ntc=2532457145340118&b1=registrar",0
41,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
42,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
43,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=85&cantidad=83&b1=a�adir+al+carrito,0
44,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
45,gethttp://localhost:8080/tienda1/global/menum.jsp,0
46,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
47,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
48,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
49,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
50,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
51,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
52,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
53,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
54,"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=urbanowi&password=cl5m9&nombre=mairena&apellidos=sig�enza+mosconi&email=pious-muszte9@prestigecars.sg&dni=83609975f&direccion=palomares,+2+11b&ciudad=villamuelas&cp=17240&provincia=burgos&ntc=7869918811946914&b1=registrar",0
55,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
56,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=thorndik9&pwd=cotizada&remember=on&b1=entrar,0
57,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2542&b1=confirmar,0
58,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
59,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
60,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
61,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=marlowe&pwd=salia&remember=off&b1=entrar,0
62,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
63,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
64,gethttp://localhost:8080/tienda1/global/estilos.css,0
65,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
66,gethttp://localhost:8080/tienda1/index.jsp,0
67,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
68,gethttp://localhost:8080/tienda1/index.jsp,0
69,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
70,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
71,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
72,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
73,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
74,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
75,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
76,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=raxter&pwd=hi9dra&remember=on&b1=entrar,0
77,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
78,"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=giorgi&password=tartarizar&nombre=danis&apellidos=cabeza+novella&email=mestre@clichotel.wf&dni=79856305y&direccion=calle+andres+mellado,+83,+12-d&ciudad=gratallops&cp=16648&provincia=badajoz&ntc=7771108702507095&b1=registrar",0
79,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
80,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
81,gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=tranfagl&password=legitimaci�n&nombre=jeft�&apellidos=larreynaga+arce&email=colliti.shale@ropadegolf.com.dd&dni=68318279e&direccion=plza.+padre+juan+de+mariana+152+&ciudad=garaioa&cp=16269&provincia=tarragona&ntc=1943374801106050&b1=registrar,0
82,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
83,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam�n+ib�rico&precio=100&cantidad=71&b1=a�adir+al+carrito,0
84,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
85,"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=kelland&password=7n0ali-2ar&nombre=grisel&apellidos=beterette+estruga&email=folsom_talli@esteticadayda.tel&dni=14973109v&direccion=arosa,+117+8?f&ciudad=llosa+de+ranes,+la&cp=19135&provincia=badajoz&ntc=1796714227167241&b1=registrar",0
86,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
87,"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=phaidra&password=48p81o0oo&nombre=olaya&apellidos=claudio+iturrieta&email=on@guejos.at&dni=70202479q&direccion=c/+concepcion+alexandre+82,+&ciudad=begur&cp=48310&provincia=albacete&ntc=5802409488938737&b1=registrar",0
88,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
89,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4430&b1=pasar+por+caja,0
90,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
91,"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=jamaly&password=exageraci�?n&nombre=victoria+de+los+angeles&apellidos=cruzado+garmes&email=mackenzie.cointepas0@drivinn.lv&dni=02210042h&direccion=plaza+alfonso+el+batallador,+117,+&ciudad=navarredonda+de+la+rinconada&cp=33300&provincia=burgos&ntc=7115660202719431&b1=registrar",0
92,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=39&cantidad=3&b1=a�adir+al+carrito,0
93,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
94,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
95,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
96,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
97,gethttp://localhost:8080/tienda1/global/menum.jsp,0
98,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
99,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8019&b1=confirmar,0
100,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2694&b1=pasar+por+caja,0
101,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=willa&pwd=10g2st19&remember=on&b1=entrar,0
102,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
103,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
104,gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=melicent&password=p5lm9269&nombre=sabathiel&apellidos=franceschini&email=mino@showcarsmadrid.com.zm&dni=83607535m&direccion=calle+rafael+villa+41+&ciudad=albatana&cp=03339&provincia=burgos&ntc=0197876956887475&b1=registrar,0
105,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
106,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=korpela&pwd=ca6oletero&remember=on&b1=entrar,0
107,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8363&b1=pasar+por+caja,0
108,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
109,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
110,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
111,"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=pauli&password=sobermeja&nombre=l�a&apellidos=m�ndez+testua&email=beaumont@lasmilyuna.gi&dni=35936056m&direccion=calle+alpens+41,+2?g&ciudad=hinojal&cp=19310&provincia=lleida&ntc=8789249856609623&b1=registrar",0
112,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
113,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
114,gethttp://localhost:8080/tienda1/global/estilos.css,0
115,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
116,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
117,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
118,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3250&b1=confirmar,0
119,"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=ambros&password=con79lecimie91o&nombre=ramsey&apellidos=argem�+grive&email=yuen-lung@hayunmundoahifuera.zm&dni=94731203e&direccion=c/+magallanes,+42,+&ciudad=aldeaseca&cp=26223&provincia=teruel&ntc=4330235428458719&b1=registrar",0
120,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
121,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
122,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=100&cantidad=24&b1=a�adir+al+carrito,0
123,gethttp://localhost:8080/tienda1/global/estilos.css,0
124,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
125,gethttp://localhost:8080/tienda1/global/estilos.css,0
126,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
127,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
128,gethttp://localhost:8080/tienda1/global/estilos.css,0
129,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=82&b1=a�adir+al+carrito,0
130,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3200&b1=confirmar,0
131,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
132,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
133,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
134,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
135,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
136,gethttp://localhost:8080/tienda1/index.jsp,0
137,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
138,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
139,gethttp://localhost:8080/tienda1/index.jsp,0
140,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
141,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
142,gethttp://localhost:8080/tienda1/index.jsp,0
143,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=takahash&pwd=deg0a7a0&remember=on&b1=entrar,0
144,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
145,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
146,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
147,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
148,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=82&b1=a�adir+al+carrito,0
149,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=39&cantidad=1&b1=a�adir+al+carrito,0
150,gethttp://localhost:8080/tienda1/global/menum.jsp,0
151,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
152,"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=merl&password=70p89c9cion958&nombre=quint�n&apellidos=bricat&email=drozdek.waechter@tarifasdevuelos.bj&dni=03046730n&direccion=ronda+sant+antoni+maria+claret+144,+&ciudad=villacast�n&cp=07650&provincia=valladolid&ntc=7915699195068000&b1=registrar",0
153,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
154,gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=es&password=receptadora&nombre=felipa&apellidos=portas+casola&email=mccaffrie@alcantarapartners.ir&dni=76415058l&direccion=calle+cesareo+martinez+87+7?a&ciudad=budia&cp=34192&provincia=lleida&ntc=8304754574363204&b1=registrar,0
155,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
156,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=39&cantidad=35&b1=a�adir+al+carrito,0
157,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=39&cantidad=77&b1=a�adir+al+carrito,0
158,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
159,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
160,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
161,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
162,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
163,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
164,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
165,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
166,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ozer&pwd=fruct�feramente&remember=off&b1=entrar,0
167,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
168,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
169,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
170,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
171,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3549&b1=pasar+por+caja,0
172,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
173,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
174,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=towaij&password=7an8o15a&nombre=zo�&apellidos=izurrieta+pomales&email=diccico_pastor@a�o09.io&dni=43273596q&direccion=c/+el+perellonet+5,+&ciudad=corella&cp=44588&provincia=salamanca&ntc=3375572623430817&b1=registrar",0
175,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
176,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6287&b1=confirmar,0
177,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
178,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
179,gethttp://localhost:8080/tienda1/global/estilos.css,0
180,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
181,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
182,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
183,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
184,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
185,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=derbyshi&password=filen?a&nombre=anuar&apellidos=cruselles+varela&email=jane@23horas.ua&dni=95001516q&direccion=muelle+evaristo+churruca,+149+5?e&ciudad=friera+de+valverde&cp=50133&provincia=salamanca&ntc=5389852449679105&b1=registrar",0
186,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9590&b1=confirmar,0
187,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
188,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=saleh&pwd=prec3+s&remember=on&b1=entrar,0
189,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
190,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2138&b1=pasar+por+caja,0
191,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
192,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
193,posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=aeriel&password=ajuagas&nombre=denel&apellidos=r�os+rius&email=gift@distritoeste.no&dni=77731441c&direccion=poligono+galiana+114+&ciudad=nu�o+g�mez&cp=50259&provincia=zamora&ntc=5636450120440789&b1=registrar,0
194,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
195,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
196,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
197,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=moriyama&password=remiendo&nombre=natal�&apellidos=guell+lloret&email=kitaen5@lawn.vn&dni=42569454l&direccion=calle+ladera,+147+10-e&ciudad=santo+domingo+de+las+posadas&cp=16127&provincia=navarra&ntc=6691710338743371&b1=registrar",0
198,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
199,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
200,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
201,gethttp://localhost:8080/tienda1/global/estilos.css,0
202,gethttp://localhost:8080/tienda1/global/menum.jsp,0
203,gethttp://localhost:8080/tienda1/global/estilos.css,0
204,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
205,gethttp://localhost:8080/tienda1/global/menum.jsp,0
206,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
207,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
208,gethttp://localhost:8080/tienda1/miembros/salir.jsp,0
209,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
210,gethttp://localhost:8080/tienda1/miembros/index.jsp,0
211,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=100&cantidad=84&b1=a�adir+al+carrito,0
212,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=39&cantidad=53&b1=a�adir+al+carrito,0
213,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
214,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
215,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
216,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=ranganad&pwd=1m1n7eb9rs8&remember=off&b1=entrar,0
217,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=chungjen&pwd=.corporativo&remember=off&b1=entrar,0
218,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
219,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
220,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
221,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
222,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
223,gethttp://localhost:8080/tienda1/imagenes/logo.gif,0
224,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=jam�n+ib�rico&precio=39&cantidad=20&b1=a�adir+al+carrito,0
225,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
226,gethttp://localhost:8080/tienda1/global/menum.jsp,0
227,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
228,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
229,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=jean-luc&password=1zu67rado&nombre=celio&apellidos=magrans+ribes&email=kurtiz_saiah4@magadan.com.ro&dni=36930027p&direccion=calle+arc+de+sant+marti,+56+&ciudad=jarandilla+de+la+vera&cp=22234&provincia=navarra&ntc=8871403311691449&b1=registrar",0
230,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
231,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
232,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
233,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
234,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
235,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
236,gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=100&cantidad=32&b1=a�adir+al+carrito,0
237,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
238,gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,0
239,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
240,gethttp://localhost:8080/tienda1/global/creditos.jsp,0
241,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
242,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
243,posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=sookdeo&pwd=evacuaci�n&remember=on&b1=entrar,0
244,gethttp://localhost:8080/tienda1/imagenes/1.gif,0
245,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
246,posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
247,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
248,gethttp://localhost:8080/tienda1/index.jsp,0
249,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=100&cantidad=23&b1=a�adir+al+carrito,0
250,"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=macoosh3&password=oposicionist3&nombre=nirma&apellidos=gabarrot&email=pisu@shamballa-pneuma.bu&dni=68438440p&direccion=calle+clara+corral+aller,+21,+&ciudad=murueta&cp=08214&provincia=albacete&ntc=7441005651932884&b1=registrar",0
251,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
252,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
253,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
254,"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=seniuk&password=benzoico&nombre=pablo&apellidos=godoy+fradera&email=robin@comerciosdeaspe.info&dni=42569506w&direccion=luis+braille,+193+6?a&ciudad=torre+val+de+san+pedro&cp=01450&provincia=guadalajara&ntc=3630618381469017&b1=registrar",0
255,gethttp://localhost:8080/tienda1/index.jsp,0
256,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
257,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=waldon&pwd=a6br9442&remember=on&b1=entrar,0
258,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=mehboob&pwd=2l04a8&remember=on&b1=entrar,0
259,gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
260,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
261,gethttp://localhost:8080/tienda1/imagenes/3.gif,0
262,posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5093&b1=confirmar,0
263,"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=thomasin&password=peda2te1ca&nombre=josu�&apellidos=fraga+guevara&email=zaleska_legon@zampy.so&dni=58052164a&direccion=c/+fuente+del+peral+41,+&ciudad=f�gols&cp=09230&provincia=guadalajara&ntc=0003204654562755&b1=registrar",0
264,"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=carstens&password=5a09la&nombre=dan&apellidos=zaldua+taranco&email=legros@muchapolicia.tw&dni=39202408n&direccion=passeig+picasso,+23,+&ciudad=santib��ez+el+bajo&cp=47220&provincia=ourense&ntc=2244921574247376&b1=registrar",0
265,gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,0
266,gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,0
